sample	well	conc	GAP_conc	sensor_conc	date	fit	slope	intercept	percent_fit	k_est	f_plateau_est	cutoff_time	Time	raw_fluo	row	column	condition	buffer_background_fluo	fluorescence	mean_no_GAP_fluorescence	corrected_fluorescence	cal_slope	cal_intercept	product_conc
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1496	10931	G	4	20190207-PE1_WT-G4-5-0.1904-20	5479.5	5451.5	748.26	4703.24	3.713e-4	0.1462813	1.8925052000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1500	11034	G	4	20190207-PE1_WT-G4-5-0.1904-20	5414	5620	748.26	4871.74	3.713e-4	0.1462813	1.9548836000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1504	10935	G	4	20190207-PE1_WT-G4-5-0.1904-20	5405	5530	748.26	4781.74	3.713e-4	0.1462813	1.9214666000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1508	11054	G	4	20190207-PE1_WT-G4-5-0.1904-20	5386	5668	748.26	4919.74	3.713e-4	0.1462813	1.9727060000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1512	11025	G	4	20190207-PE1_WT-G4-5-0.1904-20	5435	5590	748.26	4841.74	3.713e-4	0.1462813	1.9437446000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1516	10974	G	4	20190207-PE1_WT-G4-5-0.1904-20	5413	5561	748.26	4812.74	3.713e-4	0.1462813	1.9329769
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1520	11058	G	4	20190207-PE1_WT-G4-5-0.1904-20	5402	5656	748.26	4907.74	3.713e-4	0.1462813	1.9682504000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1524	11132	G	4	20190207-PE1_WT-G4-5-0.1904-20	5375	5757	748.26	5008.74	3.713e-4	0.1462813	2.0057517000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1528	11096	G	4	20190207-PE1_WT-G4-5-0.1904-20	5425.5	5670.5	748.26	4922.24	3.713e-4	0.1462813	1.9738199000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1532	11103	G	4	20190207-PE1_WT-G4-5-0.1904-20	5432	5671	748.26	4922.74	3.713e-4	0.1462813	1.9738199000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1536	11118	G	4	20190207-PE1_WT-G4-5-0.1904-20	5442	5676	748.26	4927.74	3.713e-4	0.1462813	1.9756764000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1540	11104	G	4	20190207-PE1_WT-G4-5-0.1904-20	5381.5	5722.5	748.26	4974.24	3.713e-4	0.1462813	1.9931275000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1544	11077	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406.5	5670.5	748.26	4922.24	3.713e-4	0.1462813	1.9738199000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1548	11159	G	4	20190207-PE1_WT-G4-5-0.1904-20	5441	5718	748.26	4969.74	3.713e-4	0.1462813	1.9912710000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1552	11084	G	4	20190207-PE1_WT-G4-5-0.1904-20	5425.5	5658.5	748.26	4910.24	3.713e-4	0.1462813	1.9693643000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1556	11167	G	4	20190207-PE1_WT-G4-5-0.1904-20	5410	5757	748.26	5008.74	3.713e-4	0.1462813	2.0057517000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1560	11218	G	4	20190207-PE1_WT-G4-5-0.1904-20	5447.5	5770.5	748.26	5022.24	3.713e-4	0.1462813	2.0109499
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1564	11116	G	4	20190207-PE1_WT-G4-5-0.1904-20	5430.5	5685.5	748.26	4937.24	3.713e-4	0.1462813	1.9793894000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1568	11182	G	4	20190207-PE1_WT-G4-5-0.1904-20	5426	5756	748.26	5007.74	3.713e-4	0.1462813	2.0053804
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1572	11229	G	4	20190207-PE1_WT-G4-5-0.1904-20	5443.5	5785.5	748.26	5037.24	3.713e-4	0.1462813	2.0165194
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1576	11212	G	4	20190207-PE1_WT-G4-5-0.1904-20	5400	5812	748.26	5063.74	3.713e-4	0.1462813	2.0261732
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1580	11229	G	4	20190207-PE1_WT-G4-5-0.1904-20	5442.5	5786.5	748.26	5038.24	3.713e-4	0.1462813	2.0168907000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1584	11242	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406	5836	748.26	5087.74	3.713e-4	0.1462813	2.0350844
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1588	11252	G	4	20190207-PE1_WT-G4-5-0.1904-20	5405	5847	748.26	5098.74	3.713e-4	0.1462813	2.0391687000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1592	11333	G	4	20190207-PE1_WT-G4-5-0.1904-20	5402.5	5930.5	748.26	5182.24	3.713e-4	0.1462813	2.0703579
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1596	11368	G	4	20190207-PE1_WT-G4-5-0.1904-20	5411	5957	748.26	5208.74	3.713e-4	0.1462813	2.0800117
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1600	11225	G	4	20190207-PE1_WT-G4-5-0.1904-20	5423	5802	748.26	5053.74	3.713e-4	0.1462813	2.0224602000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1604	11245	G	4	20190207-PE1_WT-G4-5-0.1904-20	5409	5836	748.26	5087.74	3.713e-4	0.1462813	2.0350844
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1608	11342	G	4	20190207-PE1_WT-G4-5-0.1904-20	5416.5	5925.5	748.26	5177.24	3.713e-4	0.1462813	2.0685014
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1612	11327	G	4	20190207-PE1_WT-G4-5-0.1904-20	5418	5909	748.26	5160.74	3.713e-4	0.1462813	2.0621893
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1616	11409	G	4	20190207-PE1_WT-G4-5-0.1904-20	5388.5	6020.5	748.26	5272.24	3.713e-4	0.1462813	2.1037749
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1620	11405	G	4	20190207-PE1_WT-G4-5-0.1904-20	5419	5986	748.26	5237.74	3.713e-4	0.1462813	2.0907794
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1624	11420	G	4	20190207-PE1_WT-G4-5-0.1904-20	5359	6061	748.26	5312.74	3.713e-4	0.1462813	2.1186269
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1628	11412	G	4	20190207-PE1_WT-G4-5-0.1904-20	5448	5964	748.26	5215.74	3.713e-4	0.1462813	2.0826108
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1632	11467	G	4	20190207-PE1_WT-G4-5-0.1904-20	5413	6054	748.26	5305.74	3.713e-4	0.1462813	2.1160278
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1636	11475	G	4	20190207-PE1_WT-G4-5-0.1904-20	5433.5	6041.5	748.26	5293.24	3.713e-4	0.1462813	2.1115722
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1640	11322	G	4	20190207-PE1_WT-G4-5-0.1904-20	5424.5	5897.5	748.26	5149.24	3.713e-4	0.1462813	2.0581050000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1644	11434	G	4	20190207-PE1_WT-G4-5-0.1904-20	5405	6029	748.26	5280.74	3.713e-4	0.1462813	2.1067453
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1648	11455	G	4	20190207-PE1_WT-G4-5-0.1904-20	5383.5	6071.5	748.26	5323.24	3.713e-4	0.1462813	2.1227112
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1652	11367	G	4	20190207-PE1_WT-G4-5-0.1904-20	5387.5	5979.5	748.26	5231.24	3.713e-4	0.1462813	2.0885516
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1656	11360	G	4	20190207-PE1_WT-G4-5-0.1904-20	5436.5	5923.5	748.26	5175.24	3.713e-4	0.1462813	2.0677588
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1660	11465	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406.5	6058.5	748.26	5310.24	3.713e-4	0.1462813	2.1178843
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1664	11507	G	4	20190207-PE1_WT-G4-5-0.1904-20	5416	6091	748.26	5342.74	3.713e-4	0.1462813	2.1297659
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1668	11463	G	4	20190207-PE1_WT-G4-5-0.1904-20	5383.5	6079.5	748.26	5331.24	3.713e-4	0.1462813	2.1256816
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1672	11392	G	4	20190207-PE1_WT-G4-5-0.1904-20	5439	5953	748.26	5204.74	3.713e-4	0.1462813	2.0785265
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1676	11504	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406.5	6097.5	748.26	5349.24	3.713e-4	0.1462813	2.132365
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1680	11537	G	4	20190207-PE1_WT-G4-5-0.1904-20	5412.5	6124.5	748.26	5376.24	3.713e-4	0.1462813	2.1423901
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1684	11502	G	4	20190207-PE1_WT-G4-5-0.1904-20	5438.5	6063.5	748.26	5315.24	3.713e-4	0.1462813	2.1197408
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1688	11511	G	4	20190207-PE1_WT-G4-5-0.1904-20	5404.5	6106.5	748.26	5358.24	3.713e-4	0.1462813	2.1357067
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1692	11511	G	4	20190207-PE1_WT-G4-5-0.1904-20	5390	6121	748.26	5372.74	3.713e-4	0.1462813	2.1409049000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1696	11661	G	4	20190207-PE1_WT-G4-5-0.1904-20	5357	6304	748.26	5555.74	3.713e-4	0.1462813	2.2088528000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1700	11596	G	4	20190207-PE1_WT-G4-5-0.1904-20	5377	6219	748.26	5470.74	3.713e-4	0.1462813	2.1772923000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1704	11551	G	4	20190207-PE1_WT-G4-5-0.1904-20	5389	6162	748.26	5413.74	3.713e-4	0.1462813	2.1561282000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1708	11592	G	4	20190207-PE1_WT-G4-5-0.1904-20	5395.5	6196.5	748.26	5448.24	3.713e-4	0.1462813	2.1691237
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1712	11595	G	4	20190207-PE1_WT-G4-5-0.1904-20	5399.5	6195.5	748.26	5447.24	3.713e-4	0.1462813	2.1687524000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1716	11677	G	4	20190207-PE1_WT-G4-5-0.1904-20	5449	6228	748.26	5479.74	3.713e-4	0.1462813	2.1806340000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1720	11645	G	4	20190207-PE1_WT-G4-5-0.1904-20	5415	6230	748.26	5481.74	3.713e-4	0.1462813	2.1813766
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1724	11586	G	4	20190207-PE1_WT-G4-5-0.1904-20	5425	6161	748.26	5412.74	3.713e-4	0.1462813	2.1557569
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1728	11677	G	4	20190207-PE1_WT-G4-5-0.1904-20	5387.5	6289.5	748.26	5541.24	3.713e-4	0.1462813	2.2036546
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1732	11759	G	4	20190207-PE1_WT-G4-5-0.1904-20	5398.5	6360.5	748.26	5612.24	3.713e-4	0.1462813	2.2300169000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1736	11682	G	4	20190207-PE1_WT-G4-5-0.1904-20	5409.5	6272.5	748.26	5524.24	3.713e-4	0.1462813	2.1973425000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1740	11724	G	4	20190207-PE1_WT-G4-5-0.1904-20	5423	6301	748.26	5552.74	3.713e-4	0.1462813	2.2077389000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1744	11825	G	4	20190207-PE1_WT-G4-5-0.1904-20	5419.5	6405.5	748.26	5657.24	3.713e-4	0.1462813	2.2467254000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1748	11782	G	4	20190207-PE1_WT-G4-5-0.1904-20	5393.5	6388.5	748.26	5640.24	3.713e-4	0.1462813	2.2404133
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1752	11899	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406	6493	748.26	5744.74	3.713e-4	0.1462813	2.2790285000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1756	11741	G	4	20190207-PE1_WT-G4-5-0.1904-20	5426	6315	748.26	5566.74	3.713e-4	0.1462813	2.2129371
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1760	11788	G	4	20190207-PE1_WT-G4-5-0.1904-20	5409	6379	748.26	5630.74	3.713e-4	0.1462813	2.2367003000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1764	11797	G	4	20190207-PE1_WT-G4-5-0.1904-20	5434	6363	748.26	5614.74	3.713e-4	0.1462813	2.2307595
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1768	11842	G	4	20190207-PE1_WT-G4-5-0.1904-20	5412	6430	748.26	5681.74	3.713e-4	0.1462813	2.2556366000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1772	11789	G	4	20190207-PE1_WT-G4-5-0.1904-20	5388	6401	748.26	5652.74	3.713e-4	0.1462813	2.2448689
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1776	11788	G	4	20190207-PE1_WT-G4-5-0.1904-20	5391.5	6396.5	748.26	5648.24	3.713e-4	0.1462813	2.2433837000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1780	11814	G	4	20190207-PE1_WT-G4-5-0.1904-20	5408.5	6405.5	748.26	5657.24	3.713e-4	0.1462813	2.2467254000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1784	11788	G	4	20190207-PE1_WT-G4-5-0.1904-20	5384.5	6403.5	748.26	5655.24	3.713e-4	0.1462813	2.2459828
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1788	11745	G	4	20190207-PE1_WT-G4-5-0.1904-20	5422.5	6322.5	748.26	5574.24	3.713e-4	0.1462813	2.2159075
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1792	11885	G	4	20190207-PE1_WT-G4-5-0.1904-20	5351	6534	748.26	5785.74	3.713e-4	0.1462813	2.2942518
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1796	11895	G	4	20190207-PE1_WT-G4-5-0.1904-20	5356	6539	748.26	5790.74	3.713e-4	0.1462813	2.2961083
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1800	11835	G	4	20190207-PE1_WT-G4-5-0.1904-20	5420	6415	748.26	5666.74	3.713e-4	0.1462813	2.2500671000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1804	11927	G	4	20190207-PE1_WT-G4-5-0.1904-20	5415.5	6511.5	748.26	5763.24	3.713e-4	0.1462813	2.2860832
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1808	12044	G	4	20190207-PE1_WT-G4-5-0.1904-20	5399.5	6644.5	748.26	5896.24	3.713e-4	0.1462813	2.3354661
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1812	11887	G	4	20190207-PE1_WT-G4-5-0.1904-20	5416.5	6470.5	748.26	5722.24	3.713e-4	0.1462813	2.2708599
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1816	11944	G	4	20190207-PE1_WT-G4-5-0.1904-20	5424	6520	748.26	5771.74	3.713e-4	0.1462813	2.2890536000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1820	12023	G	4	20190207-PE1_WT-G4-5-0.1904-20	5405	6618	748.26	5869.74	3.713e-4	0.1462813	2.325441
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1824	11946	G	4	20190207-PE1_WT-G4-5-0.1904-20	5418	6528	748.26	5779.74	3.713e-4	0.1462813	2.292024
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1828	12036	G	4	20190207-PE1_WT-G4-5-0.1904-20	5412	6624	748.26	5875.74	3.713e-4	0.1462813	2.3276688
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1832	11946	G	4	20190207-PE1_WT-G4-5-0.1904-20	5386.5	6559.5	748.26	5811.24	3.713e-4	0.1462813	2.3039056
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1836	11963	G	4	20190207-PE1_WT-G4-5-0.1904-20	5421	6542	748.26	5793.74	3.713e-4	0.1462813	2.2972222
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1840	11999	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406	6593	748.26	5844.74	3.713e-4	0.1462813	2.3161585000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1844	12047	G	4	20190207-PE1_WT-G4-5-0.1904-20	5443.5	6603.5	748.26	5855.24	3.713e-4	0.1462813	2.3202428000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1848	12004	G	4	20190207-PE1_WT-G4-5-0.1904-20	5369.5	6634.5	748.26	5886.24	3.713e-4	0.1462813	2.3317531000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1852	12015	G	4	20190207-PE1_WT-G4-5-0.1904-20	5413.5	6601.5	748.26	5853.24	3.713e-4	0.1462813	2.3195002000000002
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1856	12055	G	4	20190207-PE1_WT-G4-5-0.1904-20	5380	6675	748.26	5926.74	3.713e-4	0.1462813	2.3466051
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1860	12054	G	4	20190207-PE1_WT-G4-5-0.1904-20	5411	6643	748.26	5894.74	3.713e-4	0.1462813	2.3347235000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1864	12050	G	4	20190207-PE1_WT-G4-5-0.1904-20	5417.5	6632.5	748.26	5884.24	3.713e-4	0.1462813	2.3310105
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1868	12117	G	4	20190207-PE1_WT-G4-5-0.1904-20	5406.5	6710.5	748.26	5962.24	3.713e-4	0.1462813	2.3599719
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1872	12176	G	4	20190207-PE1_WT-G4-5-0.1904-20	5381.5	6794.5	748.26	6046.24	3.713e-4	0.1462813	2.3911611
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1876	12136	G	4	20190207-PE1_WT-G4-5-0.1904-20	5391	6745	748.26	5996.74	3.713e-4	0.1462813	2.3725961000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1880	12156	G	4	20190207-PE1_WT-G4-5-0.1904-20	5384.5	6771.5	748.26	6023.24	3.713e-4	0.1462813	2.3826212000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1884	12163	G	4	20190207-PE1_WT-G4-5-0.1904-20	5403.5	6759.5	748.26	6011.24	3.713e-4	0.1462813	2.3781656000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1888	12155	G	4	20190207-PE1_WT-G4-5-0.1904-20	5362.5	6792.5	748.26	6044.24	3.713e-4	0.1462813	2.3904185
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1892	12162	G	4	20190207-PE1_WT-G4-5-0.1904-20	5426.5	6735.5	748.26	5987.24	3.713e-4	0.1462813	2.3692544000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1896	12086	G	4	20190207-PE1_WT-G4-5-0.1904-20	5402.5	6683.5	748.26	5935.24	3.713e-4	0.1462813	2.3499468
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1900	12251	G	4	20190207-PE1_WT-G4-5-0.1904-20	5410	6841	748.26	6092.74	3.713e-4	0.1462813	2.4082409
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1904	12170	G	4	20190207-PE1_WT-G4-5-0.1904-20	5439	6731	748.26	5982.74	3.713e-4	0.1462813	2.3673979000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1908	12154	G	4	20190207-PE1_WT-G4-5-0.1904-20	5357.5	6796.5	748.26	6048.24	3.713e-4	0.1462813	2.3919037000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1912	12198	G	4	20190207-PE1_WT-G4-5-0.1904-20	5415	6783	748.26	6034.74	3.713e-4	0.1462813	2.3867055
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1916	12218	G	4	20190207-PE1_WT-G4-5-0.1904-20	5378	6840	748.26	6091.74	3.713e-4	0.1462813	2.4078696
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1920	12204	G	4	20190207-PE1_WT-G4-5-0.1904-20	5368.5	6835.5	748.26	6087.24	3.713e-4	0.1462813	2.4063844000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1924	12187	G	4	20190207-PE1_WT-G4-5-0.1904-20	5383	6804	748.26	6055.74	3.713e-4	0.1462813	2.3945028
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1928	12342	G	4	20190207-PE1_WT-G4-5-0.1904-20	5382.5	6959.5	748.26	6211.24	3.713e-4	0.1462813	2.4524256
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1932	12387	G	4	20190207-PE1_WT-G4-5-0.1904-20	5377.5	7009.5	748.26	6261.24	3.713e-4	0.1462813	2.4709906000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1936	12355	G	4	20190207-PE1_WT-G4-5-0.1904-20	5374	6981	748.26	6232.74	3.713e-4	0.1462813	2.4602229
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1940	12212	G	4	20190207-PE1_WT-G4-5-0.1904-20	5385.5	6826.5	748.26	6078.24	3.713e-4	0.1462813	2.4030427000000003
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1944	12301	G	4	20190207-PE1_WT-G4-5-0.1904-20	5392.5	6908.5	748.26	6160.24	3.713e-4	0.1462813	2.4334893
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1948	12411	G	4	20190207-PE1_WT-G4-5-0.1904-20	5393.5	7017.5	748.26	6269.24	3.713e-4	0.1462813	2.473961
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1952	12380	G	4	20190207-PE1_WT-G4-5-0.1904-20	5401	6979	748.26	6230.74	3.713e-4	0.1462813	2.4594803
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1956	12393	G	4	20190207-PE1_WT-G4-5-0.1904-20	5386	7007	748.26	6258.74	3.713e-4	0.1462813	2.4698767000000004
PE1_WT	G4	5	0.1904	20	20190207	lin	0.0012	0.114	0.1	NA	NA	NA	1960	12366	G	4	20190207-PE1_WT-G4-5-0.1904-20	5373	6993	748.26	6244.74	3.713e-4	0.1462813	2.4646785
